gene_id,AH1,AH2,AH3,AH4,AH5,AH6,AH7,AH8,AH9
Montipora_capitata_HIv3___RNAseq.g3303.t1,3,14,11,5,18,9,0,0,4
Montipora_capitata_HIv3___TS.g17607.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g50468.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g30214.t1,22,31,25,11,24,16,30,44,30
Montipora_capitata_HIv3___RNAseq.g22375.t1,0,0,0,0,0,0,1,2,0
Montipora_capitata_HIv3___TS.g19636.t1,35,46,69,49,35,32,24,32,46
Montipora_capitata_HIv3___TS.g42717.t1,0,0,0,0,0,0,4,0,0
Montipora_capitata_HIv3___TS.g5423.t2,8140,9718,9052,20382,17509,18846,1214,3213,2887
Montipora_capitata_HIv3___TS.g2153.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44284.t1,612,687,765,717,551,743,297,410,617
Montipora_capitata_HIv3___TS.g9013.t1,5,15,6,5,7,5,5,14,27
Montipora_capitata_HIv3___RNAseq.g9880.t1,3379,3731,3706,3884,3344,3967,863,907,1650
Montipora_capitata_HIv3___RNAseq.g3278.t1,3473,3372,3940,4246,3717,4341,610,783,1829
Montipora_capitata_HIv3___TS.g15993.t2,1054,1282,1337,1062,1033,1284,366,478,772
Montipora_capitata_HIv3___TS.g22777.t1,0,0,0,3,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24812.t1,3,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g16155.t1,4,10,7,5,4,8,5,11,6
Montipora_capitata_HIv3___TS.g7700.t1,2,2,6,5,14,4,21,19,9
Montipora_capitata_HIv3___TS.g35843.t1,2,0,1,2,0,1,0,1,2
Montipora_capitata_HIv3___TS.g4090.t1,51,54,65,38,63,26,57,90,61
Montipora_capitata_HIv3___RNAseq.g49884.t1,22,7,12,14,7,5,10,8,18
Montipora_capitata_HIv3___RNAseq.g12407.t1a,4,6,8,2,5,5,5,10,12
Montipora_capitata_HIv3___TS.g27343.t1,2,2,2,0,2,1,4,1,1
Montipora_capitata_HIv3___RNAseq.g25848.t1,3,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g41694.t1,6640,7897,7600,7917,6685,8236,3752,4327,3753
Montipora_capitata_HIv3___RNAseq.g4236.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g47004.t1,33,40,38,32,43,41,0,0,11
Montipora_capitata_HIv3___RNAseq.g37156.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g38833.t1,28,10,40,51,21,75,208,279,486
Montipora_capitata_HIv3___TS.g13311.t1,55,115,90,69,73,159,89,45,135
Montipora_capitata_HIv3___TS.g10590.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g48534.t1,5,8,4,3,2,0,8,1,0
Montipora_capitata_HIv3___TS.g10041.t1,267,340,363,419,277,361,118,173,238
Montipora_capitata_HIv3___RNAseq.g35376.t1,49674,74208,69053,67029,59916,71097,12990,12988,19906
Montipora_capitata_HIv3___RNAseq.g27531.t1,191,255,210,217,236,180,4,18,72
Montipora_capitata_HIv3___RNAseq.g31753.t1,71,80,116,81,79,82,32,18,18
Montipora_capitata_HIv3___RNAseq.g2360.t1,0,4,7,18,0,0,0,13,21
Montipora_capitata_HIv3___TS.g17044.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g11310.t1,3,0,4,0,9,4,0,6,0
Montipora_capitata_HIv3___RNAseq.g45071.t1,853,988,1069,1461,969,1579,446,544,810
Montipora_capitata_HIv3___RNAseq.g28386.t1,0,0,0,4,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g27235.t1,0,0,2,1,3,0,3,4,3
Montipora_capitata_HIv3___TS.g12108.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g3020.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g27372.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g28986.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g1757.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g42894.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g27533.t1,86,81,102,112,71,80,10,0,15
Montipora_capitata_HIv3___RNAseq.g10376.t1,0,1,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g8564.t1,2,2,0,2,0,2,0,4,8
Montipora_capitata_HIv3___RNAseq.g29232.t1,0,0,1,1,0,0,0,2,0
Montipora_capitata_HIv3___RNAseq.g42985.t1,0,0,18,7,10,6,0,9,11
Montipora_capitata_HIv3___TS.g19770.t1,0,0,0,0,0,2,0,0,0
Montipora_capitata_HIv3___RNAseq.g11671.t1,13,0,4,2,5,4,8,14,9
Montipora_capitata_HIv3___RNAseq.g4758.t1,144,128,185,136,151,185,198,241,251
Montipora_capitata_HIv3___RNAseq.g2784.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g18018.t2,3217,3778,3946,3116,2738,3393,412,415,661
Montipora_capitata_HIv3___RNAseq.g24810.t1,0,0,0,0,0,0,1,0,0
Montipora_capitata_HIv3___RNAseq.g49998.t1b,1,0,1,0,0,1,0,0,0
Montipora_capitata_HIv3___TS.g537.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g41696.t1,968,1170,1108,959,814,1084,413,834,666
Montipora_capitata_HIv3___RNAseq.g27931.t1,0,0,0,3,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g13348.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g47057.t1,0,0,0,0,0,0,0,0,2
Montipora_capitata_HIv3___RNAseq.g2801.t1,1,9,5,1,2,2,0,2,5
Montipora_capitata_HIv3___RNAseq.g38303.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g262.t1,0,0,4,0,0,3,0,0,0
Montipora_capitata_HIv3___RNAseq.g16381.t1,12,0,8,14,22,8,71,151,169
Montipora_capitata_HIv3___RNAseq.g662.t1,2029,2566,2235,2230,1942,2561,663,734,1404
Montipora_capitata_HIv3___RNAseq.g48940.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g34067.t1,24,20,17,48,72,78,20,50,27
Montipora_capitata_HIv3___TS.g17270.t1,0,0,0,0,0,0,0,7,0
Montipora_capitata_HIv3___RNAseq.g10846.t1,3,6,4,3,13,16,79,99,69
Montipora_capitata_HIv3___TS.g33342.t1,34,48,35,32,31,24,43,57,109
Montipora_capitata_HIv3___RNAseq.g36918.t1,1291,1361,1233,654,834,886,366,510,674
Montipora_capitata_HIv3___TS.g47006.t1,151,223,191,212,233,241,444,518,551
Montipora_capitata_HIv3___RNAseq.g36732.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g32652.t1,0,6,2,2,0,0,4,4,5
Montipora_capitata_HIv3___RNAseq.g6636.t2,506,545,650,938,1009,1127,354,575,505
Montipora_capitata_HIv3___TS.g30515.t1,3,0,1,0,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g33585.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g2803.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14140.t1,4,0,0,0,2,0,3,5,2
Montipora_capitata_HIv3___RNAseq.g6044.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g42253.t1,0,0,0,0,3,0,0,0,6
Montipora_capitata_HIv3___RNAseq.g16239.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g31370.t1,0,2,2,3,6,0,3,2,2
Montipora_capitata_HIv3___RNAseq.g31876.t1,1,1,1,2,0,1,2,3,3
Montipora_capitata_HIv3___RNAseq.g45073.t1,401,399,451,542,388,511,49,78,54
Montipora_capitata_HIv3___RNAseq.g21265.t1,779,963,1198,1208,901,1287,143,116,318
Montipora_capitata_HIv3___RNAseq.g28384.t1,0,0,0,0,0,0,1,1,2
Montipora_capitata_HIv3___RNAseq.g34792.t1,105,125,89,87,55,75,4,9,15
Montipora_capitata_HIv3___RNAseq.g32685.t1,5945,6643,6143,6139,5635,6793,790,1219,3181
Montipora_capitata_HIv3___TS.g38468.t2,2414,2718,2880,2809,2552,2746,2641,3314,3006
Montipora_capitata_HIv3___RNAseq.g20006.t1,0,3,0,0,0,0,2,13,14
Montipora_capitata_HIv3___TS.g17046.t1,0,0,0,0,0,3,0,0,0
Montipora_capitata_HIv3___RNAseq.g19295.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4683.t1,8,2,2,10,2,6,0,3,16
Montipora_capitata_HIv3___RNAseq.g2074.t1,423,573,620,615,554,670,74,106,220
Montipora_capitata_HIv3___RNAseq.g14396.t1,0,0,0,3,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g34065.t1,46,21,39,24,37,37,164,234,314
Montipora_capitata_HIv3___RNAseq.g660.t1,667,789,860,719,537,703,252,321,485
Montipora_capitata_HIv3___RNAseq.g31499.t2,3,2,5,1,0,2,4,4,5
Montipora_capitata_HIv3___RNAseq.g191.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g28466.t1,3,0,0,0,0,0,0,0,6
Montipora_capitata_HIv3___TS.g19176.t1,4,4,0,0,0,0,0,0,3
Montipora_capitata_HIv3___RNAseq.g36365.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49802.t1,14,15,35,23,13,35,28,48,48
Montipora_capitata_HIv3___RNAseq.g41139.t1,0,17,3,0,0,6,0,0,0
Montipora_capitata_HIv3___RNAseq.g43464.t1,0,0,0,0,0,0,0,0,3
Montipora_capitata_HIv3___RNAseq.g37633.t1,18,37,51,32,44,34,7,38,45
Montipora_capitata_HIv3___RNAseq.g37774.t1,37,42,45,25,34,39,5,17,17
Montipora_capitata_HIv3___RNAseq.g8498.t1,73,93,71,112,81,107,31,26,31
Montipora_capitata_HIv3___RNAseq.g19297.t1,2,3,2,2,4,2,1,4,3
Montipora_capitata_HIv3___RNAseq.g2489.t1,0,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g10242.t1,20,8,30,26,17,8,13,10,7
Montipora_capitata_HIv3___RNAseq.g47821.t1,90,107,62,101,62,110,85,165,405
Montipora_capitata_HIv3___TS.g41225.t1,0,3,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g26002.t1,0,0,0,0,0,1,0,0,0
Montipora_capitata_HIv3___RNAseq.g38301.t1,3,0,0,5,0,3,0,4,3
Montipora_capitata_HIv3___RNAseq.g17462.t1,0,4,0,0,0,6,3,3,0
Montipora_capitata_HIv3___RNAseq.g36906.t1,439,564,628,499,411,513,35,34,43
Montipora_capitata_HIv3___RNAseq.g22758.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g2029.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g43466.t1,0,0,0,0,3,4,0,3,0
Montipora_capitata_HIv3___RNAseq.g39138.t1,1,0,0,0,0,0,3,0,6
Montipora_capitata_HIv3___RNAseq.g39175.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g3649.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g12706.t3,10249,11607,11189,11337,10201,11271,2835,4041,6224
Montipora_capitata_HIv3___RNAseq.g30271.t1,0,5,2,0,3,0,0,0,4
Montipora_capitata_HIv3___RNAseq.g31372.t1,20,10,5,5,15,12,14,6,15
Montipora_capitata_HIv3___RNAseq.g24205.t1,67,39,52,58,76,38,6,4,29
Montipora_capitata_HIv3___RNAseq.g40495.t1,0,3,0,4,0,0,7,8,4
Montipora_capitata_HIv3___RNAseq.g33587.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g34342.t1,5894,6439,5905,5067,4548,5428,2490,4703,5374
Montipora_capitata_HIv3___TS.g34223.t1,282,339,291,278,244,208,153,183,254
Montipora_capitata_HIv3___RNAseq.g17989.t1b,46,50,45,50,56,67,88,100,137
Montipora_capitata_HIv3___TS.g11342.t1a,189,307,273,265,384,566,190,154,219
Montipora_capitata_HIv3___TS.g9462.t2,2494,2737,2631,2697,2201,2421,426,622,757
Montipora_capitata_HIv3___RNAseq.g19015.t1,2,2,0,2,3,9,1,0,2
Montipora_capitata_HIv3___RNAseq.g15889.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g28464.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g1118.t1,89,118,126,76,75,105,11,24,40
Montipora_capitata_HIv3___TS.g6548.t1,0,0,0,0,0,5,0,0,0
Montipora_capitata_HIv3___RNAseq.g44587.t1,17,26,40,30,54,25,17,28,23
Montipora_capitata_HIv3___TS.g31255.t1,535,680,586,645,533,751,154,213,273
Montipora_capitata_HIv3___RNAseq.g41176.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4737.t1,11140,12952,11834,10391,9464,11036,5244,8003,10117
Montipora_capitata_HIv3___RNAseq.g10421.t1,3,0,8,4,2,5,0,0,6
Montipora_capitata_HIv3___RNAseq.g32226.t1,5,3,0,0,4,10,2,0,1
Montipora_capitata_HIv3___RNAseq.g40497.t1,193,239,210,307,235,271,96,119,130
Montipora_capitata_HIv3___RNAseq.g32326.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g47626.t1,679,862,784,846,563,706,54,154,338
Montipora_capitata_HIv3___RNAseq.g47823.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g37595.t1,1596,1921,1806,1706,1532,1930,792,1072,1173
Montipora_capitata_HIv3___RNAseq.g21191.t1,0,0,0,4,0,1,0,0,0
Montipora_capitata_HIv3___RNAseq.g33028.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g4879.t1,0,11,7,8,8,1,7,15,19
Montipora_capitata_HIv3___RNAseq.g26000.t1,0,0,0,0,0,0,3,2,0
Montipora_capitata_HIv3___TS.g6202.t1,0,0,0,0,0,0,9,0,4
Montipora_capitata_HIv3___TS.g10848.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14801.t1,0,0,0,0,0,0,4,16,11
Montipora_capitata_HIv3___TS.g20701.t1,629,732,819,632,583,602,166,140,247
Montipora_capitata_HIv3___TS.g32861.t1,0,0,0,0,0,6,8,12,19
Montipora_capitata_HIv3___TS.g32041.t1b,6,0,7,7,0,16,0,0,0
Montipora_capitata_HIv3___RNAseq.g37859.t1,0,0,0,0,0,0,0,0,6
Montipora_capitata_HIv3___TS.g44616.t2,838,991,1086,826,832,1007,711,808,658
Montipora_capitata_HIv3___RNAseq.g7044.t1,0,0,0,0,0,0,0,3,0
Montipora_capitata_HIv3___RNAseq.g32343.t1,29,59,34,32,16,49,23,19,38
Montipora_capitata_HIv3___TS.g2574.t1,125,189,155,154,152,161,331,457,372
Montipora_capitata_HIv3___RNAseq.g34048.t1,43,42,26,15,27,33,17,14,40
Montipora_capitata_HIv3___RNAseq.g18360.t1,3,2,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g27770.t1,0,6,0,10,0,9,2,6,21
Montipora_capitata_HIv3___RNAseq.g34340.t1,23,19,13,32,26,16,29,30,45
Montipora_capitata_HIv3___RNAseq.g26953.t1,5895,7155,6840,6739,6039,6785,238,343,847
Montipora_capitata_HIv3___RNAseq.g18160.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g21875.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g15713.t1,66,53,58,57,39,41,44,59,102
Montipora_capitata_HIv3___TS.g35581.t1,0,2,0,0,0,0,4,0,2
Montipora_capitata_HIv3___TS.g9460.t1,0,0,0,0,0,0,0,3,4
Montipora_capitata_HIv3___RNAseq.g23730.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g42483.t1,4,0,0,3,0,0,1,5,5
Montipora_capitata_HIv3___RNAseq.g18724.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15034.t1,663,687,723,706,511,721,689,879,1016
Montipora_capitata_HIv3___RNAseq.g40926.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g46358.t1,78,110,102,83,103,105,43,21,28
Montipora_capitata_HIv3___TS.g34451.t1,0,5,3,3,0,0,0,0,6
Montipora_capitata_HIv3___RNAseq.g14895.t1a,191,200,224,235,168,266,116,110,216
Montipora_capitata_HIv3___RNAseq.g44585.t1,639,811,895,843,796,871,260,225,454
Montipora_capitata_HIv3___RNAseq.g14895.t1b,633,704,1082,1407,816,1133,337,320,452
Montipora_capitata_HIv3___RNAseq.g43640.t1,5,6,6,5,7,4,4,13,31
Montipora_capitata_HIv3___RNAseq.g22259.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g43055.t1a,0,6,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g47015.t1,10647,12092,12305,15323,12643,15667,1666,3025,3098
Montipora_capitata_HIv3___RNAseq.g46966.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g37784.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g29456.t1a,0,0,7,0,6,0,0,9,7
Montipora_capitata_HIv3___TS.g29456.t1b,16,9,15,3,3,17,4,17,23
Montipora_capitata_HIv3___RNAseq.g37870.t1,574,823,860,950,641,949,132,240,347
Montipora_capitata_HIv3___RNAseq.g47624.t1,33,42,32,41,52,44,19,21,40
Montipora_capitata_HIv3___RNAseq.g18093.t1,4,4,9,14,3,38,32,15,46
Montipora_capitata_HIv3___RNAseq.g3590.t1,16,13,4,15,0,7,0,0,11
Montipora_capitata_HIv3___TS.g22471.t1,37,41,69,47,57,38,37,55,46
Montipora_capitata_HIv3___RNAseq.g1170.t1,123,134,106,163,145,215,13,10,128
Montipora_capitata_HIv3___RNAseq.g24618.t1,0,3,0,4,6,7,8,7,7
Montipora_capitata_HIv3___TS.g6951.t1,117,94,152,101,71,116,26,55,75
Montipora_capitata_HIv3___RNAseq.g28875.t1,74,136,81,60,83,91,192,170,188
Montipora_capitata_HIv3___RNAseq.g43642.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g29428.t1,16,8,25,7,10,11,53,120,99
Montipora_capitata_HIv3___RNAseq.g46607.t1,0,0,0,0,0,0,0,6,0
Montipora_capitata_HIv3___TS.g16592.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g28893.t1,24,36,41,62,49,11,40,90,72
Montipora_capitata_HIv3___RNAseq.g43008.t1,13,11,13,9,8,9,11,18,24
Montipora_capitata_HIv3___TS.g20703.t2,1301,1342,1594,1476,1353,1543,460,719,798
Montipora_capitata_HIv3___TS.g36109.t1,3368,4125,4223,4300,3954,4454,1616,1793,2130
Montipora_capitata_HIv3___RNAseq.g8351.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g19772.t1,0,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g17098.t1,3,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g40539.t1,409,381,422,600,475,514,168,125,193
Montipora_capitata_HIv3___RNAseq.g49338.t1,6250,6829,6877,7305,5618,7182,2338,2366,2656
Montipora_capitata_HIv3___TS.g6166.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g27875.t1,73,130,138,104,184,123,185,215,162
Montipora_capitata_HIv3___RNAseq.g18203.t1,102,53,138,82,47,117,30,46,39
Montipora_capitata_HIv3___RNAseq.g46512.t1,683,820,741,718,726,738,34,49,42
Montipora_capitata_HIv3___RNAseq.g17282.t1,0,0,0,0,0,0,0,0,3
Montipora_capitata_HIv3___RNAseq.g38491.t1,1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g16706.t1,116,155,157,104,128,171,109,56,120
Montipora_capitata_HIv3___RNAseq.g3730.t1,2,0,0,10,0,14,4,17,19
Montipora_capitata_HIv3___RNAseq.g24847.t1,0,62,60,50,66,59,50,44,78
Montipora_capitata_HIv3___RNAseq.g28941.t1,0,0,3,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g32422.t1,15,40,22,11,23,23,20,59,61
Montipora_capitata_HIv3___RNAseq.g49412.t1,968,1126,1063,827,755,736,65,123,214
Montipora_capitata_HIv3___RNAseq.g49682.t1,0,0,0,0,0,0,0,0,24
Montipora_capitata_HIv3___RNAseq.g35205.t1,500,375,441,414,429,330,533,613,564
Montipora_capitata_HIv3___RNAseq.g47017.t1,1011,1316,1260,1362,972,1299,289,341,488
Montipora_capitata_HIv3___RNAseq.3749_t,71,64,65,63,91,71,38,46,57
Montipora_capitata_HIv3___RNAseq.g45893.t1,66,71,100,50,80,59,41,142,110
Montipora_capitata_HIv3___TS.g2445.t1,0,0,0,0,0,0,0,0,10
Montipora_capitata_HIv3___TS.g1244.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g30460.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g10442.t1,241,351,292,357,249,287,76,119,189
Montipora_capitata_HIv3___RNAseq.g14253.t1,8,3,2,0,4,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g12405.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g37631.t1,2,1,2,1,0,2,0,1,1
Montipora_capitata_HIv3___RNAseq.g6546.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g9746.t1,0,0,0,0,0,0,0,4,11
Montipora_capitata_HIv3___TS.g28682.t1,16,17,15,9,11,13,34,49,52
Montipora_capitata_HIv3___RNAseq.g24112.t1,6,4,12,5,8,14,0,13,12
Montipora_capitata_HIv3___RNAseq.g46605.t1,25,24,14,15,16,7,39,50,65
Montipora_capitata_HIv3___RNAseq.g29891.t1,2,0,1,0,0,0,0,0,6
Montipora_capitata_HIv3___TS.g1684.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g17622.t1,0,3,4,0,3,0,4,2,10
Montipora_capitata_HIv3___RNAseq.g28828.t1,1215,1616,1618,1596,1270,1671,450,518,661
Montipora_capitata_HIv3___RNAseq.g8532.t1,119,116,111,85,70,99,114,134,129
Montipora_capitata_HIv3___TS.g47692.t1,0,4,0,0,0,3,0,0,0
Montipora_capitata_HIv3___RNAseq.g20492.t1,1087,1469,1628,1266,1125,1292,1004,1057,1087
Montipora_capitata_HIv3___TS.g30462.t1,0,0,0,0,0,0,5,0,4
Montipora_capitata_HIv3___RNAseq.g17333.t1,0,9,0,4,0,0,4,0,0
Montipora_capitata_HIv3___RNAseq.g25172.t1,26,44,15,42,34,45,18,17,45
Montipora_capitata_HIv3___RNAseq.g19546.t1,0,0,0,0,2,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g39395.t1,567,756,603,605,538,543,387,584,748
Montipora_capitata_HIv3___TS.g29870.t1,786,897,787,555,537,576,5,19,77
Montipora_capitata_HIv3___RNAseq.g39212.t1,3,2,1,2,1,0,0,6,13
Montipora_capitata_HIv3___TS.g50495.t1,167,187,147,105,138,127,8,34,76
Montipora_capitata_HIv3___RNAseq.g31309.t1,29,64,37,38,49,34,59,72,110
Montipora_capitata_HIv3___RNAseq.g33074.t1,24,53,60,71,28,43,7,10,46
Montipora_capitata_HIv3___RNAseq.g38336.t1,15,5,5,3,4,5,4,25,32
Montipora_capitata_HIv3___RNAseq.g4399.t1,0,0,0,0,0,0,1,0,0
Montipora_capitata_HIv3___TS.g41146.t1,0,0,6,0,0,0,3,8,7
Montipora_capitata_HIv3___TS.g35649.t1,1976,2491,2380,2379,1852,2314,351,487,690
Montipora_capitata_HIv3___RNAseq.g29893.t1,99,103,123,71,100,91,0,0,0
Montipora_capitata_HIv3___RNAseq.g24110.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g19646.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g26202.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g7983.t1,2,1,3,3,1,1,1,1,4
Montipora_capitata_HIv3___RNAseq.g20327.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49410.t1,5,5,0,0,4,7,19,27,28
Montipora_capitata_HIv3___RNAseq.g6671.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g41810.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g5135.t1,7,11,3,0,7,7,0,0,0
Montipora_capitata_HIv3___TS.g2675.t1b,0,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g33076.t1,30,53,36,39,39,48,15,53,58
Montipora_capitata_HIv3___RNAseq.g3998.t1,0,0,2,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g38334.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g22261.t1,0,0,0,0,0,0,0,0,7
Montipora_capitata_HIv3___RNAseq.g37388.t1c,492,668,599,578,569,664,476,875,1032
Montipora_capitata_HIv3___RNAseq.g37388.t1b,0,0,0,70,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14251.t1,24,29,26,32,28,24,38,29,26
Montipora_capitata_HIv3___RNAseq.g2496.t1,8,14,2,6,7,5,0,0,5
Montipora_capitata_HIv3___RNAseq.g21770.t1,0,0,0,2,0,0,2,5,7
Montipora_capitata_HIv3___TS.g36944.t1,0,0,0,0,3,0,5,4,0
Montipora_capitata_HIv3___RNAseq.g4951.t1,0,0,0,0,0,0,1,0,12
Montipora_capitata_HIv3___RNAseq.g42677.t1,896,1070,1111,1228,1235,1273,307,492,572
Montipora_capitata_HIv3___RNAseq.g49716.t1,12,12,6,10,9,28,0,4,11
Montipora_capitata_HIv3___RNAseq.g12265.t1,92,75,90,70,100,111,791,671,823
Montipora_capitata_HIv3___RNAseq.g31878.t1,0,0,4,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g18966.t1,2,9,7,3,0,6,0,4,4
Montipora_capitata_HIv3___RNAseq.g3048.t1,72,74,76,56,51,57,6,10,21
Montipora_capitata_HIv3___RNAseq.g22399.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g40842.t1,7,25,11,14,23,24,0,5,0
Montipora_capitata_HIv3___RNAseq.g5498.t1,8,0,9,4,0,0,9,5,8
Montipora_capitata_HIv3___RNAseq.8605_t,15,0,0,7,0,10,6,6,8
Montipora_capitata_HIv3___TS.g33896.t1,0,0,0,0,0,0,0,2,0
Montipora_capitata_HIv3___RNAseq.g25170.t1,1179,1493,1401,1206,1065,1455,831,970,949
Montipora_capitata_HIv3___RNAseq.g15322.t1b,2,1,2,1,2,2,1,3,4
Montipora_capitata_HIv3___RNAseq.g23769.t1,0,1,0,0,0,0,2,1,2
Montipora_capitata_HIv3___RNAseq.g583.t1,67,55,79,57,60,77,22,21,73
Montipora_capitata_HIv3___RNAseq.g31346.t1,1,11,2,4,6,12,35,37,20
Montipora_capitata_HIv3___TS.g23638.t1,1,2,0,0,0,0,0,2,4
